protocol_id,split,role,image_id,file_name,relative_path,camera_id,unix_timestamp,width,height,truth_type,vehicle_box_count,vehicle_count,sha256
DPROTO-NDISPARK-ONLY-20260727-01,train,fine_tuning_train,33,60_1537470146.jpg,train/imgs/60_1537470146.jpg,60,1537470146,2400,1808,vehicle_boxes,2,,f0f571a99c593366316940b74074fcac07c383947fb6962861151c429289c0e5
DPROTO-NDISPARK-ONLY-20260727-01,train,fine_tuning_train,86,60_1537471934.jpg,train/imgs/60_1537471934.jpg,60,1537471934,2400,1808,vehicle_boxes,1,,de1f4d0bebb7dc58cfaba023a0290a0813e51cfa45344cfb1c7a0618de76b125
DPROTO-NDISPARK-ONLY-20260727-01,train,fine_tuning_train,79,60_1537549283.jpg,train/imgs/60_1537549283.jpg,60,1537549283,2400,1808,vehicle_boxes,2,,4d4ac055bd0c02b2677580a4b37b78acfa31f9501274a80915c7ffe7bc310bfd
DPROTO-NDISPARK-ONLY-20260727-01,train,fine_tuning_train,15,60_1537560142.jpg,train/imgs/60_1537560142.jpg,60,1537560142,2400,1808,vehicle_boxes,3,,09bbd6d77a01fe36af48518e5016e6c5beb14cf2eabccc716511130565ff7822
DPROTO-NDISPARK-ONLY-20260727-01,train,fine_tuning_train,78,60_1537567378.jpg,train/imgs/60_1537567378.jpg,60,1537567378,2400,1808,vehicle_boxes,3,,6cda4d5d5fe29699584a9d0df2310f5aa846d8645804dba039355d230ebdeecc
DPROTO-NDISPARK-ONLY-20260727-01,train,fine_tuning_train,73,60_1537641085.jpg,train/imgs/60_1537641085.jpg,60,1537641085,2400,1808,vehicle_boxes,46,,3baf0e7148902c575e0e8510dc2ac1a8a81b85288b146baf7fb3ef6a84dee195
DPROTO-NDISPARK-ONLY-20260727-01,train,fine_tuning_train,81,60_1537642922.jpg,train/imgs/60_1537642922.jpg,60,1537642922,2400,1808,vehicle_boxes,49,,acf1a3de20bc77cea448df70d533ca91e913c03b7e92f6e3b6b3146de549ca09
DPROTO-NDISPARK-ONLY-20260727-01,train,fine_tuning_train,98,60_1537644714.jpg,train/imgs/60_1537644714.jpg,60,1537644714,2400,1808,vehicle_boxes,43,,9406f5a33eafb5bf8f740cc183aec061f9c04dbf95def97fea8f7b3a3c4d32a9
DPROTO-NDISPARK-ONLY-20260727-01,train,fine_tuning_train,9,60_1537646501.jpg,train/imgs/60_1537646501.jpg,60,1537646501,2400,1808,vehicle_boxes,38,,8b5209f52a52c6f6ce66bcaf5474386db3f05dab648151702ef15eae8d35c3c3
DPROTO-NDISPARK-ONLY-20260727-01,train,fine_tuning_train,70,60_1537650093.jpg,train/imgs/60_1537650093.jpg,60,1537650093,2400,1808,vehicle_boxes,17,,2b615076bde87dcedd6e27f943d727f4861cb396bfe323119fcf924268176c7b
DPROTO-NDISPARK-ONLY-20260727-01,train,fine_tuning_train,55,60_1537700458.jpg,train/imgs/60_1537700458.jpg,60,1537700458,2400,1808,vehicle_boxes,75,,831ce3fc0cf1a2acafeed7e2e30aa679e0639e72e036bfd74fa8a3d2f012fbc0
DPROTO-NDISPARK-ONLY-20260727-01,train,fine_tuning_train,59,60_1537704079.jpg,train/imgs/60_1537704079.jpg,60,1537704079,2400,1808,vehicle_boxes,71,,cd20507cab7b46763f3881397b99be57f6c9a5bc331faf5cf82d659973af96d2
DPROTO-NDISPARK-ONLY-20260727-01,train,fine_tuning_train,18,60_1537711240.jpg,train/imgs/60_1537711240.jpg,60,1537711240,2400,1808,vehicle_boxes,72,,7126d918597d6f72fd170c92764bb59de1e3c1f99f818b9bdb9d686817e71834
DPROTO-NDISPARK-ONLY-20260727-01,train,fine_tuning_train,64,60_1537713062.jpg,train/imgs/60_1537713062.jpg,60,1537713062,2400,1808,vehicle_boxes,72,,e2df1945f37be3cbf0dfe4d54cbdc05294c34baf22518b0d2987eff5c07a5311
DPROTO-NDISPARK-ONLY-20260727-01,train,fine_tuning_train,89,60_1537714829.jpg,train/imgs/60_1537714829.jpg,60,1537714829,2400,1808,vehicle_boxes,72,,61c952517701fe414616166abd0512937379bc35f9fd74ce410a9229dc4c850a
DPROTO-NDISPARK-ONLY-20260727-01,train,fine_tuning_train,75,60_1537716629.jpg,train/imgs/60_1537716629.jpg,60,1537716629,2400,1808,vehicle_boxes,67,,f313aa3e6381309ca319b1e70dbbbcaffbd7e2d5f2c85c1badc3d0ef2ef26da7
DPROTO-NDISPARK-ONLY-20260727-01,train,fine_tuning_train,53,60_1537718423.jpg,train/imgs/60_1537718423.jpg,60,1537718423,2400,1808,vehicle_boxes,61,,6fa053c7f16edaf0d26ed414e3b150d364ab830b3cac553c22691d3d0f67ad1a
DPROTO-NDISPARK-ONLY-20260727-01,train,fine_tuning_train,34,60_1537720239.jpg,train/imgs/60_1537720239.jpg,60,1537720239,2400,1808,vehicle_boxes,45,,821817a2441fb8687dca0758976f3b87fe844f902b60ab0bba4b3d17b26bc8fb
DPROTO-NDISPARK-ONLY-20260727-01,train,fine_tuning_train,7,60_1537725672.jpg,train/imgs/60_1537725672.jpg,60,1537725672,2400,1808,vehicle_boxes,21,,598c64b7454505a9946bc52d66c2a151623584b272dca8ad4c1f608f798a183e
DPROTO-NDISPARK-ONLY-20260727-01,train,fine_tuning_train,13,60_1537954319.jpg,train/imgs/60_1537954319.jpg,60,1537954319,2400,1808,vehicle_boxes,40,,8ebe6695449f7aae575df261d948df8801a184b3840b8c6a54a452306deceac7
DPROTO-NDISPARK-ONLY-20260727-01,train,fine_tuning_train,20,60_1537997545.jpg,train/imgs/60_1537997545.jpg,60,1537997545,2400,1808,vehicle_boxes,4,,6b6601b59cab8b918c925b516ae1acc3033e6f210b4cad6a58f99d249cc6771d
DPROTO-NDISPARK-ONLY-20260727-01,train,fine_tuning_train,83,62_1537439604.jpg,train/imgs/62_1537439604.jpg,62,1537439604,2400,1428,vehicle_boxes,10,,79a0f0aac755a888592c5899c7d50c0302e1aaa2e8563a4dfc291534859d60cb
DPROTO-NDISPARK-ONLY-20260727-01,train,fine_tuning_train,24,62_1537533222.jpg,train/imgs/62_1537533222.jpg,62,1537533222,2400,1428,vehicle_boxes,5,,f3277cddc49479560584f8a068c4e1a7bd0633133fb1e7eacb6db6eabe293f96
DPROTO-NDISPARK-ONLY-20260727-01,train,fine_tuning_train,77,62_1537610613.jpg,train/imgs/62_1537610613.jpg,62,1537610613,2400,1428,vehicle_boxes,10,,3ae2fbdf3d75991c52d6af58ae71143f50cafeef5586f072f87dd54d27e31187
DPROTO-NDISPARK-ONLY-20260727-01,train,fine_tuning_train,22,62_1537625021.jpg,train/imgs/62_1537625021.jpg,62,1537625021,2400,1428,vehicle_boxes,13,,05415d3914c1225347a153d647d8fb9a20a7a51106236adcee5d45edd9753f58
DPROTO-NDISPARK-ONLY-20260727-01,train,fine_tuning_train,40,62_1537639330.jpg,train/imgs/62_1537639330.jpg,62,1537639330,2400,1428,vehicle_boxes,33,,26c180c5ccb87c9f8ecd030f105e667fa7ff672bfdc77fed6dcea0280d72b7ef
DPROTO-NDISPARK-ONLY-20260727-01,train,fine_tuning_train,93,62_1537642957.jpg,train/imgs/62_1537642957.jpg,62,1537642957,2400,1428,vehicle_boxes,47,,ddaffc0b763addf179a7fa3979922c722a8b8accadaa99366f8ca36f22419bdb
DPROTO-NDISPARK-ONLY-20260727-01,train,fine_tuning_train,32,62_1537644729.jpg,train/imgs/62_1537644729.jpg,62,1537644729,2400,1428,vehicle_boxes,43,,4144b2769a97c55e624319e13ea2c63254050ff02e65ef31af26b70da7975bc9
DPROTO-NDISPARK-ONLY-20260727-01,train,fine_tuning_train,66,62_1537689729.jpg,train/imgs/62_1537689729.jpg,62,1537689729,2400,1428,vehicle_boxes,6,,760c50626e50f4f2544de7f591abfb0c3ee346fd5ef87f5738c053e8ed01f25b
DPROTO-NDISPARK-ONLY-20260727-01,train,fine_tuning_train,38,62_1537693453.jpg,train/imgs/62_1537693453.jpg,62,1537693453,2400,1428,vehicle_boxes,8,,9898ac1a7adb6e04372f7c712b351fa8ab5ac3cece38f32c20cbda557cea77b4
DPROTO-NDISPARK-ONLY-20260727-01,train,fine_tuning_train,25,62_1537705928.jpg,train/imgs/62_1537705928.jpg,62,1537705928,2400,1428,vehicle_boxes,61,,3fb404785f062e00eddc1552d6a1c93ef067684c8938a6a62e3e8fd73f64ebe7
