image_id,frame_index,local_path,bytes,sha256
1,0,data/raw/grand_bassin/images/stream_gbassinexch1.stream_2023-02-16_13-30-33/a96d32bc_f0000000.jpg,525512,803375c22257215a37674bebf413511a76adea48703ff8d1d6679c0983eddb4d
2,15,data/raw/grand_bassin/images/stream_gbassinexch1.stream_2023-02-16_13-30-33/a96d32bc_f0000015.jpg,530479,750d40915d808c8e49d63af827853b59bf8d601c86e79ccd7f3f5909f1888aba
3,30,data/raw/grand_bassin/images/stream_gbassinexch1.stream_2023-02-16_13-30-33/a96d32bc_f0000030.jpg,409929,e4bde652a652012d3783880e739245dbd0ac0155391f6345a578cbc4516715eb
4,45,data/raw/grand_bassin/images/stream_gbassinexch1.stream_2023-02-16_13-30-33/a96d32bc_f0000045.jpg,534203,3aea85a14132de3a59ddfd4f8fb02d0cc5b92e32f1efa9d90109491e39c34c2e
5,60,data/raw/grand_bassin/images/stream_gbassinexch1.stream_2023-02-16_13-30-33/a96d32bc_f0000060.jpg,534702,9404711b20826795d987262abbfbaeaeb528a00a65b0e7dcacde57f9e4daaf8e
6,75,data/raw/grand_bassin/images/stream_gbassinexch1.stream_2023-02-16_13-30-33/a96d32bc_f0000075.jpg,535255,8897d2af5756bf1fc7c2a899fa738cac839ed9fd29c03d40e26e9e7ebc1f9bd1
7,90,data/raw/grand_bassin/images/stream_gbassinexch1.stream_2023-02-16_13-30-33/a96d32bc_f0000090.jpg,535831,ceaa1b350521c022967b5d8622ff8c87d77963e06a9de3546910e83e014ea455
8,105,data/raw/grand_bassin/images/stream_gbassinexch1.stream_2023-02-16_13-30-33/a96d32bc_f0000105.jpg,536931,69782abc116c03d0e32047da14d10cdd89e86482542623963bbb2f723992d688
9,120,data/raw/grand_bassin/images/stream_gbassinexch1.stream_2023-02-16_13-30-33/a96d32bc_f0000120.jpg,538260,4132b2203e4d4123e3f39cd748864c89041a01ffa04252ad57e4eb2a6ebbc3fb
10,135,data/raw/grand_bassin/images/stream_gbassinexch1.stream_2023-02-16_13-30-33/a96d32bc_f0000135.jpg,539203,8f262baa092fd24e20c51f62b96ec1d7d2c3dd7d2117fe3f29c57662e9d6db49
11,150,data/raw/grand_bassin/images/stream_gbassinexch1.stream_2023-02-16_13-30-33/a96d32bc_f0000150.jpg,540690,ce0d9053562917344c489959134f2801e2bb0bc6189bd30a017f64d7bd5d80d5
12,165,data/raw/grand_bassin/images/stream_gbassinexch1.stream_2023-02-16_13-30-33/a96d32bc_f0000165.jpg,541379,7dab0c2ee67c8875fab5f717a5b380ec931665d5398eb9b972d927b0869a9234
13,180,data/raw/grand_bassin/images/stream_gbassinexch1.stream_2023-02-16_13-30-33/a96d32bc_f0000180.jpg,526285,c42d0ce4827214fd82f5b5b4bbe8b07a4166314a115e32d329e4c3454ebe6e90
14,195,data/raw/grand_bassin/images/stream_gbassinexch1.stream_2023-02-16_13-30-33/a96d32bc_f0000195.jpg,531015,af025ce959b9b3225ada75532dd1785e4bc39d9834e1ac5f014331283a78add4
15,210,data/raw/grand_bassin/images/stream_gbassinexch1.stream_2023-02-16_13-30-33/a96d32bc_f0000210.jpg,533185,0f4f22eff365e5cc21456640c490821aa34e8de9deb8aebeb5837ae69e025fa9
16,225,data/raw/grand_bassin/images/stream_gbassinexch1.stream_2023-02-16_13-30-33/a96d32bc_f0000225.jpg,534775,df6a45b832e873f04c1d3d8a5769826efc2ce636c087dec67bf2e14900ca828d
17,240,data/raw/grand_bassin/images/stream_gbassinexch1.stream_2023-02-16_13-30-33/a96d32bc_f0000240.jpg,535632,ba332e08344f4d888478e20797d87e719a82bfd1fa090a8f87730574ec1a4e84
18,255,data/raw/grand_bassin/images/stream_gbassinexch1.stream_2023-02-16_13-30-33/a96d32bc_f0000255.jpg,536432,fef8b2402a522b13d0dde0c3b264259853ea27b796335b9cc2676f7713752733
19,270,data/raw/grand_bassin/images/stream_gbassinexch1.stream_2023-02-16_13-30-33/a96d32bc_f0000270.jpg,538101,0f2f7c318707f928cd322302950cc933a8d878cd3564749d6c62a4ab13d366f8
20,285,data/raw/grand_bassin/images/stream_gbassinexch1.stream_2023-02-16_13-30-33/a96d32bc_f0000285.jpg,539881,4a81f6a2de167e39399af88cec19711868c8ba5c1bf99b1217ced58311349f1a
21,300,data/raw/grand_bassin/images/stream_gbassinexch1.stream_2023-02-16_13-30-33/a96d32bc_f0000300.jpg,540922,efa1146c068d7438006b5061dc23dcc68780504d51e1105e622c1241653af550
22,315,data/raw/grand_bassin/images/stream_gbassinexch1.stream_2023-02-16_13-30-33/a96d32bc_f0000315.jpg,542534,bfbe769cfdd842ba515728c127f29a763fd38b0222ce39515b6e80cceb1b2d63
23,330,data/raw/grand_bassin/images/stream_gbassinexch1.stream_2023-02-16_13-30-33/a96d32bc_f0000330.jpg,542913,b14edf1b0a461d522d4ef3090cedb571af8cb4edac81d1e87fc36f1dc29ef71b
24,345,data/raw/grand_bassin/images/stream_gbassinexch1.stream_2023-02-16_13-30-33/a96d32bc_f0000345.jpg,542413,2938b2ad3efdb3dc31073ff66b236ff3aa1a6e57a0f7c9ce75a5e1e9c9758041
25,360,data/raw/grand_bassin/images/stream_gbassinexch1.stream_2023-02-16_13-30-33/a96d32bc_f0000360.jpg,527830,56f97814e2758494306a08b76fcd8873ca4cf7f915617cac84ad9d5afc73a19c
26,375,data/raw/grand_bassin/images/stream_gbassinexch1.stream_2023-02-16_13-30-33/a96d32bc_f0000375.jpg,531318,137addd932321e27ca60aaab102786c22c6ab9d926c085e7871a2b88b20400ce
27,390,data/raw/grand_bassin/images/stream_gbassinexch1.stream_2023-02-16_13-30-33/a96d32bc_f0000390.jpg,533880,eb2eeec3962c1249d0866495ed231066048b64fe674cc599e57737f044989e71
28,405,data/raw/grand_bassin/images/stream_gbassinexch1.stream_2023-02-16_13-30-33/a96d32bc_f0000405.jpg,536187,7e1a1e8222113ab0bfb3df3d8ac6627d7f0ee065a791a407df4e67347b02409a
29,420,data/raw/grand_bassin/images/stream_gbassinexch1.stream_2023-02-16_13-30-33/a96d32bc_f0000420.jpg,536435,b90ea2897ea2c7220367a25fb9a3da7f91febeb72f80dd50fa9ef6a160ff2d28
30,435,data/raw/grand_bassin/images/stream_gbassinexch1.stream_2023-02-16_13-30-33/a96d32bc_f0000435.jpg,536920,6d08f46aba8e74dbcb016b0d07fb58f8fd53982f771ab8fd7e87049fa7212add
31,450,data/raw/grand_bassin/images/stream_gbassinexch1.stream_2023-02-16_13-30-33/a96d32bc_f0000450.jpg,536959,96efbf912b29bc48af0d147b67362f780a8c386ad95d2aadd44178fb79692c1e
32,465,data/raw/grand_bassin/images/stream_gbassinexch1.stream_2023-02-16_13-30-33/a96d32bc_f0000465.jpg,538261,5090bfe5e99cd389817ba60e581ad11249baf7be8a44dffddda3219b5c202828
33,480,data/raw/grand_bassin/images/stream_gbassinexch1.stream_2023-02-16_13-30-33/a96d32bc_f0000480.jpg,538929,a5d1ebe5fa6ed7d66ee5636ef9b9b0f91269b69ac57a71ca26cd249a465d914c
34,495,data/raw/grand_bassin/images/stream_gbassinexch1.stream_2023-02-16_13-30-33/a96d32bc_f0000495.jpg,539692,a05e65fa761335a0d526aa03073975cec465f86fdc6095edb5b61108d7b41f08
35,510,data/raw/grand_bassin/images/stream_gbassinexch1.stream_2023-02-16_13-30-33/a96d32bc_f0000510.jpg,539121,46877fb0b19f195d49c1aabfb942385befca3b67a26ae76ead0a719912810026
36,525,data/raw/grand_bassin/images/stream_gbassinexch1.stream_2023-02-16_13-30-33/a96d32bc_f0000525.jpg,539218,b7ae1794ff12ddc94102225bdea3cc9acd5bd4764ace7c86e8fec144eb278c25
37,540,data/raw/grand_bassin/images/stream_gbassinexch1.stream_2023-02-16_13-30-33/a96d32bc_f0000540.jpg,526407,15c89de5ee710aeeb536d05a924702b3afdc7d87bb0f015e06b8da6a24f434c3
38,555,data/raw/grand_bassin/images/stream_gbassinexch1.stream_2023-02-16_13-30-33/a96d32bc_f0000555.jpg,529387,c324fd86d861070f617861abe5f70beca60d8e6227cb5edd348f632630fd192d
39,570,data/raw/grand_bassin/images/stream_gbassinexch1.stream_2023-02-16_13-30-33/a96d32bc_f0000570.jpg,531103,0f2731d3a65681b69d5e11c90fc1df9449527aae7cce9de63dcca6ab91cd4ac7
40,585,data/raw/grand_bassin/images/stream_gbassinexch1.stream_2023-02-16_13-30-33/a96d32bc_f0000585.jpg,532905,e8aee9cd6d35a0db2b0c04797286fdd4777621e4f3db02d8b15e3b5a2e5c0be2
41,600,data/raw/grand_bassin/images/stream_gbassinexch1.stream_2023-02-16_13-30-33/a96d32bc_f0000600.jpg,533366,26630dfcaa60545b1fdf6f9bb3f1fe79ab6495c3bb450dfa165e10eda487f2c8
42,615,data/raw/grand_bassin/images/stream_gbassinexch1.stream_2023-02-16_13-30-33/a96d32bc_f0000615.jpg,533260,b10d5cc09df0abb73f65be80627a79626bacaeea789706635180307e09b4c4bf
43,630,data/raw/grand_bassin/images/stream_gbassinexch1.stream_2023-02-16_13-30-33/a96d32bc_f0000630.jpg,534076,806426c65ba94ca1d709c61c24da88164df4b25130f33131d4d7d06da91ec391
44,645,data/raw/grand_bassin/images/stream_gbassinexch1.stream_2023-02-16_13-30-33/a96d32bc_f0000645.jpg,534865,19199d5c9ddec79802ace11f2dceead6d8919544f6978c862f391b00a9bdb3ae
45,660,data/raw/grand_bassin/images/stream_gbassinexch1.stream_2023-02-16_13-30-33/a96d32bc_f0000660.jpg,536107,148b93ae58b166a9a58eb24c231725fd508807da32ebb7ba1b968d404f06fe7f
46,675,data/raw/grand_bassin/images/stream_gbassinexch1.stream_2023-02-16_13-30-33/a96d32bc_f0000675.jpg,537044,d3e91221574a03b261c48c198deb4339a6c59574ba6476605790edf15a00d985
47,690,data/raw/grand_bassin/images/stream_gbassinexch1.stream_2023-02-16_13-30-33/a96d32bc_f0000690.jpg,537846,c11450686b2afb367c16384e84cc8dfcced8da00c2b2e59143226fb82ca5a9d7
48,705,data/raw/grand_bassin/images/stream_gbassinexch1.stream_2023-02-16_13-30-33/a96d32bc_f0000705.jpg,538953,af28958b615820dc4f44df329d9f7b3d6a41575020bf095e10e9f39ce14bcbeb
49,720,data/raw/grand_bassin/images/stream_gbassinexch1.stream_2023-02-16_13-30-33/a96d32bc_f0000720.jpg,526465,a47b74ea44aaf01641f481a7bc549e04b786d01e6acb1337db956e2854a50145
50,735,data/raw/grand_bassin/images/stream_gbassinexch1.stream_2023-02-16_13-30-33/a96d32bc_f0000735.jpg,529321,801b987d7681f6a92673e29c70d39b90b96722e14a838335254a24d006629916
51,750,data/raw/grand_bassin/images/stream_gbassinexch1.stream_2023-02-16_13-30-33/a96d32bc_f0000750.jpg,531065,0ac25e24b513ee6e5570e960bbe08d12730ac31d8a27eb0815323aedfe6b6a4f
52,765,data/raw/grand_bassin/images/stream_gbassinexch1.stream_2023-02-16_13-30-33/a96d32bc_f0000765.jpg,532798,ae084dab05165870160423d7665d2ca01cfeb2098112ca1aa9cac7e6a4108df2
53,780,data/raw/grand_bassin/images/stream_gbassinexch1.stream_2023-02-16_13-30-33/a96d32bc_f0000780.jpg,533749,877050008b66e65f031fa8a9759d6970a2d5489c02775d51d49840ed1b318de4
54,795,data/raw/grand_bassin/images/stream_gbassinexch1.stream_2023-02-16_13-30-33/a96d32bc_f0000795.jpg,535076,da3b3a36e8b10ae8d650abb3fa1af7ebd0f373f3900ec50faddb649f9111762c
55,810,data/raw/grand_bassin/images/stream_gbassinexch1.stream_2023-02-16_13-30-33/a96d32bc_f0000810.jpg,536488,453b53fdcaf6e2313d1873c40ad62e75fac24610341eee754343b68ef0436f2f
56,825,data/raw/grand_bassin/images/stream_gbassinexch1.stream_2023-02-16_13-30-33/a96d32bc_f0000825.jpg,537938,7fd19955dc2baadf411173ca60ff4072fbfd5b6d1b80c3493cb3727229f9293a
57,840,data/raw/grand_bassin/images/stream_gbassinexch1.stream_2023-02-16_13-30-33/a96d32bc_f0000840.jpg,538614,2179dea188c34b3dc53d1dc25d9da7a5d7f3953f1aadb946aab286de6823dfd5
58,855,data/raw/grand_bassin/images/stream_gbassinexch1.stream_2023-02-16_13-30-33/a96d32bc_f0000855.jpg,539465,4c287e2d0c3f93c19bb50240c08c93a88a0e70081b932369236181b3d5442518
59,870,data/raw/grand_bassin/images/stream_gbassinexch1.stream_2023-02-16_13-30-33/a96d32bc_f0000870.jpg,540471,9fd0120c6134fead1d763eb55e29a7fb66ba0b0b81ddc69501cf7936abb09a5c
60,885,data/raw/grand_bassin/images/stream_gbassinexch1.stream_2023-02-16_13-30-33/a96d32bc_f0000885.jpg,541186,a0bea47c0efed26e6e5919db255650ae576085eb3ecc3ec23095156c364edd3d
61,900,data/raw/grand_bassin/images/stream_gbassinexch1.stream_2023-02-16_13-30-33/a96d32bc_f0000900.jpg,529140,6e927be2ee4d78fde2aed875cc029f84747e91e15f4983e0225684d5750e194d
62,915,data/raw/grand_bassin/images/stream_gbassinexch1.stream_2023-02-16_13-30-33/a96d32bc_f0000915.jpg,531624,873d6dbe6443d0f0e3ecd66ed5d26cc1167bc147936f4faf8592395be1358271
63,930,data/raw/grand_bassin/images/stream_gbassinexch1.stream_2023-02-16_13-30-33/a96d32bc_f0000930.jpg,532735,ac675dceb9bb9235bbcc323c4f3007896b438780ed13ed74d5e77146cd9adcad
64,945,data/raw/grand_bassin/images/stream_gbassinexch1.stream_2023-02-16_13-30-33/a96d32bc_f0000945.jpg,533805,98d0a562fd261099bfecaf318a77dcca396e613e46b4584bb33b319491e8effa
65,960,data/raw/grand_bassin/images/stream_gbassinexch1.stream_2023-02-16_13-30-33/a96d32bc_f0000960.jpg,535094,99ec99028d10a94c1fb02c666888bf8ba29e0f159ea96804a79e04df4829f7bb
66,975,data/raw/grand_bassin/images/stream_gbassinexch1.stream_2023-02-16_13-30-33/a96d32bc_f0000975.jpg,535898,e19f2013414d382cb2e7b44789cd05d84adcf8b229cf03d74e86ce83864c6d07
67,990,data/raw/grand_bassin/images/stream_gbassinexch1.stream_2023-02-16_13-30-33/a96d32bc_f0000990.jpg,536806,62fe36719427cc618ed5968096eac69e6401e1a6e67afed788f2f658df6c5f79
68,1005,data/raw/grand_bassin/images/stream_gbassinexch1.stream_2023-02-16_13-30-33/a96d32bc_f0001005.jpg,537507,93e4ce1644c315de16f384b27396dfc078c6b077d95d3c1b15c19334855de587
69,1020,data/raw/grand_bassin/images/stream_gbassinexch1.stream_2023-02-16_13-30-33/a96d32bc_f0001020.jpg,538740,e26c91da1a85bd7eb69b76148e0b5798547edd66f87d687e2283da8b4a6e5026
70,1035,data/raw/grand_bassin/images/stream_gbassinexch1.stream_2023-02-16_13-30-33/a96d32bc_f0001035.jpg,539710,525664e18db5926fb7ecc0547703a21ad5037815d9bb192f08453b98e72fa612
71,1050,data/raw/grand_bassin/images/stream_gbassinexch1.stream_2023-02-16_13-30-33/a96d32bc_f0001050.jpg,540624,dea4b5ebd52ac795b847ac9f190686c617ae6430d6580d016ecf0d6f9436e12d
72,1065,data/raw/grand_bassin/images/stream_gbassinexch1.stream_2023-02-16_13-30-33/a96d32bc_f0001065.jpg,541642,dd2121512cbd49183ab1329126f8ef8947324d2d6a618e63d9ccd8c6affd60ea
73,1080,data/raw/grand_bassin/images/stream_gbassinexch1.stream_2023-02-16_13-30-33/a96d32bc_f0001080.jpg,529991,82624fd8bd973006495bbda7573a98f2626eb5af1419fd1c5d494e4b76b11f01
74,1095,data/raw/grand_bassin/images/stream_gbassinexch1.stream_2023-02-16_13-30-33/a96d32bc_f0001095.jpg,532151,8bf59b3375fe22862623ad8082970fb47c442644b0f4cfb9815e7745729366a7
75,1110,data/raw/grand_bassin/images/stream_gbassinexch1.stream_2023-02-16_13-30-33/a96d32bc_f0001110.jpg,533756,8c263380e7c2056dece152da19b8ae65e1818316f847c0fbf2e1c6ec60025531
76,1125,data/raw/grand_bassin/images/stream_gbassinexch1.stream_2023-02-16_13-30-33/a96d32bc_f0001125.jpg,535022,8b5b2cf2eac10c1cda6cec8c8888396ea295dc97bb89806335840d716301f7a3
77,1140,data/raw/grand_bassin/images/stream_gbassinexch1.stream_2023-02-16_13-30-33/a96d32bc_f0001140.jpg,535778,d6e13e94d4a920b314864c25f3a33caf190c3a478e3ce4801ecb28c8a8d3c6e5
78,1155,data/raw/grand_bassin/images/stream_gbassinexch1.stream_2023-02-16_13-30-33/a96d32bc_f0001155.jpg,536840,6027f94823a6ba8602fdd46a6103388e3e074cbfaebe66785b470e82978f9bf5
79,1170,data/raw/grand_bassin/images/stream_gbassinexch1.stream_2023-02-16_13-30-33/a96d32bc_f0001170.jpg,536984,aeab1eedf80d22fb292f75804a923f6f38612b562051883e53b6cd4b8978cfa2
80,1185,data/raw/grand_bassin/images/stream_gbassinexch1.stream_2023-02-16_13-30-33/a96d32bc_f0001185.jpg,537392,c2fff240c4900f228648f2de7771ea46a1957050c51caa29c808eeb9b2c90254
81,1200,data/raw/grand_bassin/images/stream_gbassinexch1.stream_2023-02-16_13-30-33/a96d32bc_f0001200.jpg,537802,9e584bcc2e6aa510144a6485e98107b89fac23b26f3763858c467f7fc811dff8
82,1215,data/raw/grand_bassin/images/stream_gbassinexch1.stream_2023-02-16_13-30-33/a96d32bc_f0001215.jpg,538825,cb4aec0bc2125280b8b0db9567434f43ddfd2c5912456438040bf33b7bbcc690
83,1230,data/raw/grand_bassin/images/stream_gbassinexch1.stream_2023-02-16_13-30-33/a96d32bc_f0001230.jpg,539850,9cf63f5c4e8aa60d8fbc6b365e4cdd4d0e80138f38aa70f1b86dd0e5ea659e76
84,1245,data/raw/grand_bassin/images/stream_gbassinexch1.stream_2023-02-16_13-30-33/a96d32bc_f0001245.jpg,540797,ec074162e97e11c5ae1587103bad71673f462557fb76e1c0483d22b04cd9ba9b
85,1260,data/raw/grand_bassin/images/stream_gbassinexch1.stream_2023-02-16_13-30-33/a96d32bc_f0001260.jpg,529995,6e00440e83aeb3089d87220bd5e223b0074e29a2d0bd5131a4952417796a3190
86,1275,data/raw/grand_bassin/images/stream_gbassinexch1.stream_2023-02-16_13-30-33/a96d32bc_f0001275.jpg,531351,81a7f9236eff71cc1d83c9153dfd2be71b506c7435123ef53722eb0a39e09f72
87,1290,data/raw/grand_bassin/images/stream_gbassinexch1.stream_2023-02-16_13-30-33/a96d32bc_f0001290.jpg,532982,5d9a12c21a028b744444bf2e3496b352e2f8ba9c0013061a6d0fbaa34b2aff35
