image_id,frame_index,local_path,bytes,sha256
1208,0,data/raw/grand_bassin/images/stream_gbassinexch1.stream_2023-02-16_16-34-07/25edd9b3_f0000000.jpg,497808,6460e0cb245bf7f364655b320d1567e2276819f8b92182c02b6471db1668a481
1209,12,data/raw/grand_bassin/images/stream_gbassinexch1.stream_2023-02-16_16-34-07/25edd9b3_f0000012.jpg,502370,819abd149ef8cbd8aab71b34326bc276e1e3af78f2fb1e490b95783c5211a847
1210,24,data/raw/grand_bassin/images/stream_gbassinexch1.stream_2023-02-16_16-34-07/25edd9b3_f0000024.jpg,504453,7b3bf3fcac1d2d217e3378a4b727a039f40a89eee6a96431fefb570aea34086e
1211,36,data/raw/grand_bassin/images/stream_gbassinexch1.stream_2023-02-16_16-34-07/25edd9b3_f0000036.jpg,505852,e3a4e72a6c12e28138c6fb476afb4dc79d2abfb2ce4211999af6dc6a69cb137f
1212,48,data/raw/grand_bassin/images/stream_gbassinexch1.stream_2023-02-16_16-34-07/25edd9b3_f0000048.jpg,507102,b1040e4b562260d21b520fc5454b85518474b0842b5dd566970fb22c09c10ec1
1213,60,data/raw/grand_bassin/images/stream_gbassinexch1.stream_2023-02-16_16-34-07/25edd9b3_f0000060.jpg,508130,ff2f20a8209753cfb38c6860298cb1281966be289300cb8db23bfe41bd1b8f30
1214,72,data/raw/grand_bassin/images/stream_gbassinexch1.stream_2023-02-16_16-34-07/25edd9b3_f0000072.jpg,508605,2ce3cc54ca83f6ca3b91cfe3a88e645a41cc345bb0532ed2470ee4f6d0e5901c
1215,84,data/raw/grand_bassin/images/stream_gbassinexch1.stream_2023-02-16_16-34-07/25edd9b3_f0000084.jpg,509183,673780ead3aac8ceeda9f6ab631f47417594c3ba3c08b9518981318d235f8ca2
1216,96,data/raw/grand_bassin/images/stream_gbassinexch1.stream_2023-02-16_16-34-07/25edd9b3_f0000096.jpg,510003,b7fc82ca711ab8d9147b1ccc712bea35130ba3be87d4c74a9360e0f9669c946c
1217,108,data/raw/grand_bassin/images/stream_gbassinexch1.stream_2023-02-16_16-34-07/25edd9b3_f0000108.jpg,510558,218bce1ac42ebe0f766aafcc4264ffec411461ba26690001c617a0af6b73f1af
1218,120,data/raw/grand_bassin/images/stream_gbassinexch1.stream_2023-02-16_16-34-07/25edd9b3_f0000120.jpg,510749,d3e0a311cf344a612a00d9fd017edf6dfad7b2fa9e07fd482490da0472ce5d9a
1219,132,data/raw/grand_bassin/images/stream_gbassinexch1.stream_2023-02-16_16-34-07/25edd9b3_f0000132.jpg,510966,6d2b0d59c80284d8ee5b2e76dc8673cea54d20c0f356c5880d122386316823e1
1220,144,data/raw/grand_bassin/images/stream_gbassinexch1.stream_2023-02-16_16-34-07/25edd9b3_f0000144.jpg,511655,07238765d627990382d21d1bd9c3619662fe0cc71d555b8a29cda13d855d065a
1221,156,data/raw/grand_bassin/images/stream_gbassinexch1.stream_2023-02-16_16-34-07/25edd9b3_f0000156.jpg,512307,03a05c6f0ab8262294eb4caee85bd5af2ac19bdaeae2f17e7fd0f9f7788552cd
1222,168,data/raw/grand_bassin/images/stream_gbassinexch1.stream_2023-02-16_16-34-07/25edd9b3_f0000168.jpg,512858,3b10914cdc0324569f98243ae26d7d3f4c05e7b6a23bd89bec6eb8d4fd288c1f
