image_id,frame_index,local_path,bytes,sha256
1,0,data/raw/grand_bassin/images/stream_gbassinexch1.stream_2023-02-16_13-30-33/a96d32bc_f0000000.jpg,525512,803375c22257215a37674bebf413511a76adea48703ff8d1d6679c0983eddb4d
1208,0,data/raw/grand_bassin/images/stream_gbassinexch1.stream_2023-02-16_16-34-07/25edd9b3_f0000000.jpg,497808,6460e0cb245bf7f364655b320d1567e2276819f8b92182c02b6471db1668a481
362,0,data/raw/grand_bassin/images/stream_gbassinexch1.stream_2023-02-16_16-25-12/132c03fc_f0000000.jpg,505666,6b2af15ce6ee817b87a832918d4ccb369d0e0e8151c44571f6664e339f4df130
370,96,data/raw/grand_bassin/images/stream_gbassinexch1.stream_2023-02-16_16-25-12/132c03fc_f0000096.jpg,518128,44ff2c9108c607abdfab6d0886bef86ba480ede8e048084f12f9605d8bd89265
379,204,data/raw/grand_bassin/images/stream_gbassinexch1.stream_2023-02-16_16-25-12/132c03fc_f0000204.jpg,511087,047f9c89ba2d1cc7702b1c9d127c477e4128d2238c419d057ad39373efcab705
17,240,data/raw/grand_bassin/images/stream_gbassinexch1.stream_2023-02-16_13-30-33/a96d32bc_f0000240.jpg,535632,ba332e08344f4d888478e20797d87e719a82bfd1fa090a8f87730574ec1a4e84
387,300,data/raw/grand_bassin/images/stream_gbassinexch1.stream_2023-02-16_16-25-12/132c03fc_f0000300.jpg,517898,835167785718d5a53373ed38938d583ac455b292263748945c25962cd467c371
1242,408,data/raw/grand_bassin/images/stream_gbassinexch1.stream_2023-02-16_16-34-07/25edd9b3_f0000408.jpg,507939,df2e0d95beee0bde35bcb512b4aa974c8415e04e013b3a406133419cce5e5a0c
396,408,data/raw/grand_bassin/images/stream_gbassinexch1.stream_2023-02-16_16-25-12/132c03fc_f0000408.jpg,514053,b0d514b87598474334557f8c67d4a7ef5a22b8c093bbabc9a277505e9cdda7bc
32,465,data/raw/grand_bassin/images/stream_gbassinexch1.stream_2023-02-16_13-30-33/a96d32bc_f0000465.jpg,538261,5090bfe5e99cd389817ba60e581ad11249baf7be8a44dffddda3219b5c202828
404,504,data/raw/grand_bassin/images/stream_gbassinexch1.stream_2023-02-16_16-25-12/132c03fc_f0000504.jpg,519592,ee0de00437a15a819ffb319841dde6cbcf60de6020ae201457e6344d10deb16f
413,612,data/raw/grand_bassin/images/stream_gbassinexch1.stream_2023-02-16_16-25-12/132c03fc_f0000612.jpg,516818,aa052900fc2b4a31e81ddfa26e645e086ae0c5f3b9ed1db37a0bd4b8cb1ca658
48,705,data/raw/grand_bassin/images/stream_gbassinexch1.stream_2023-02-16_13-30-33/a96d32bc_f0000705.jpg,538953,af28958b615820dc4f44df329d9f7b3d6a41575020bf095e10e9f39ce14bcbeb
421,708,data/raw/grand_bassin/images/stream_gbassinexch1.stream_2023-02-16_16-25-12/132c03fc_f0000708.jpg,522221,fe51db06e2ac21ac6f3dedd180191d956b4631b81cb2c8803598b64da3c8c8d8
429,804,data/raw/grand_bassin/images/stream_gbassinexch1.stream_2023-02-16_16-25-12/132c03fc_f0000804.jpg,518448,e05e1955e22f455b9f204b145077c3fc8e6e4bba72c9959a688bf8b75a635907
1277,828,data/raw/grand_bassin/images/stream_gbassinexch1.stream_2023-02-16_16-34-07/25edd9b3_f0000828.jpg,510623,7b09c103c8a4f8463ff0d31fed0b31b6dab783fcf90bb3722f332e645fe3f303
438,912,data/raw/grand_bassin/images/stream_gbassinexch1.stream_2023-02-16_16-25-12/132c03fc_f0000912.jpg,511580,fa5e78d46a51bd432064a756dbb9d844fc0c0ebadb7dfc8d875d29cf01727a25
64,945,data/raw/grand_bassin/images/stream_gbassinexch1.stream_2023-02-16_13-30-33/a96d32bc_f0000945.jpg,533805,98d0a562fd261099bfecaf318a77dcca396e613e46b4584bb33b319491e8effa
446,1008,data/raw/grand_bassin/images/stream_gbassinexch1.stream_2023-02-16_16-25-12/132c03fc_f0001008.jpg,519450,674e8326e6904c33b572eb04df9d2e0a868aab72cd32b73f354ced627dbe12d8
455,1116,data/raw/grand_bassin/images/stream_gbassinexch1.stream_2023-02-16_16-25-12/132c03fc_f0001116.jpg,514410,ef1d52636a3060909789a52f3e86de2d1029c43fa0fd19c09237e7bdb7859fc7
79,1170,data/raw/grand_bassin/images/stream_gbassinexch1.stream_2023-02-16_13-30-33/a96d32bc_f0001170.jpg,536984,aeab1eedf80d22fb292f75804a923f6f38612b562051883e53b6cd4b8978cfa2
463,1212,data/raw/grand_bassin/images/stream_gbassinexch1.stream_2023-02-16_16-25-12/132c03fc_f0001212.jpg,519969,85442235fb751e44ba4f19311b02a9b2c615fd5592ca3a6e96ef931683235ac3
1311,1236,data/raw/grand_bassin/images/stream_gbassinexch1.stream_2023-02-16_16-34-07/25edd9b3_f0001236.jpg,513642,19a4f704ce76cf40fad0667c03c3e81f91c293b6143cc994d56b06122a83e2ea
472,1320,data/raw/grand_bassin/images/stream_gbassinexch1.stream_2023-02-16_16-25-12/132c03fc_f0001320.jpg,516090,01ee640c8be835bedd1575a6a00b6c841ad2d6cc889fd8a6cceeaa4558e6ec53
95,1410,data/raw/grand_bassin/images/stream_gbassinexch1.stream_2023-02-16_13-30-33/a96d32bc_f0001410.jpg,540859,a52954115b01f52e524ff8ff2aac5d9c5a386e72c02846000c578cb3f09a46c9
480,1416,data/raw/grand_bassin/images/stream_gbassinexch1.stream_2023-02-16_16-25-12/132c03fc_f0001416.jpg,520869,630b3399ec9a0fb0609428f6a86f3a8ff4004f538748be3e4857803277059c14
489,1524,data/raw/grand_bassin/images/stream_gbassinexch1.stream_2023-02-16_16-25-12/132c03fc_f0001524.jpg,517697,88f40398c89182d085b2fc996d13f94e79cce74ea8d404e3d04145a21ab8d26b
497,1620,data/raw/grand_bassin/images/stream_gbassinexch1.stream_2023-02-16_16-25-12/132c03fc_f0001620.jpg,509077,8da5f1868db7f23f8d6f0596c6521c7ec6b625443d0cbce52b31f8c4922d4e33
111,1650,data/raw/grand_bassin/images/stream_gbassinexch1.stream_2023-02-16_13-30-33/a96d32bc_f0001650.jpg,534342,504b1c16f6e0b481c081f768fb8fffa11ab9a76ac7bfa30fd55520d2f1daf454
1346,1656,data/raw/grand_bassin/images/stream_gbassinexch1.stream_2023-02-16_16-34-07/25edd9b3_f0001656.jpg,504572,710fd2559f3dffef541a15df5e20ce17f7769c8a24bb558b550c8b5ccd62a859
505,1716,data/raw/grand_bassin/images/stream_gbassinexch1.stream_2023-02-16_16-25-12/132c03fc_f0001716.jpg,516820,a8df2fd6f15352f46a1aaa640208180ac0b081eaae84252c883660f3feb04e35
514,1824,data/raw/grand_bassin/images/stream_gbassinexch1.stream_2023-02-16_16-25-12/132c03fc_f0001824.jpg,511680,288481658f70dbddff6d5085c49f55920924f3bed6a91e9c9b6ebbb85d9d94bd
126,1875,data/raw/grand_bassin/images/stream_gbassinexch1.stream_2023-02-16_13-30-33/a96d32bc_f0001875.jpg,535688,f5e2eb0719d9ba0f97007fb52cb1fc5153b3f477790bb0897057293edbcedb92
522,1920,data/raw/grand_bassin/images/stream_gbassinexch1.stream_2023-02-16_16-25-12/132c03fc_f0001920.jpg,517066,c28e895c70947947e255591dd989acdbff4d5e8adbc8ffb93e69dc6cd130c923
