video_id,frame_index,timestamp_s,slot_id,state,evidence
grand_bassin_aerial_development,0,0.000,BUS_L01,1,1
grand_bassin_aerial_development,0,0.000,BUS_L02,1,1
grand_bassin_aerial_development,0,0.000,BUS_L03,1,1
grand_bassin_aerial_development,0,0.000,BUS_R01,1,1
grand_bassin_aerial_development,0,0.000,BUS_R02,1,1
grand_bassin_aerial_development,0,0.000,BUS_R03,1,1
grand_bassin_aerial_development,0,0.000,BUS_R04,1,1
grand_bassin_aerial_development,1,0.500,BUS_L01,1,1
grand_bassin_aerial_development,1,0.500,BUS_L02,1,1
grand_bassin_aerial_development,1,0.500,BUS_L03,1,1
grand_bassin_aerial_development,1,0.500,BUS_R01,1,1
grand_bassin_aerial_development,1,0.500,BUS_R02,1,1
grand_bassin_aerial_development,1,0.500,BUS_R03,1,1
grand_bassin_aerial_development,1,0.500,BUS_R04,1,1
grand_bassin_aerial_development,2,1.000,BUS_L01,1,1
grand_bassin_aerial_development,2,1.000,BUS_L02,1,1
grand_bassin_aerial_development,2,1.000,BUS_L03,1,1
grand_bassin_aerial_development,2,1.000,BUS_R01,1,1
grand_bassin_aerial_development,2,1.000,BUS_R02,1,1
grand_bassin_aerial_development,2,1.000,BUS_R03,1,1
grand_bassin_aerial_development,2,1.000,BUS_R04,1,1
grand_bassin_aerial_development,3,1.500,BUS_L01,1,1
grand_bassin_aerial_development,3,1.500,BUS_L02,1,1
grand_bassin_aerial_development,3,1.500,BUS_L03,1,1
grand_bassin_aerial_development,3,1.500,BUS_R01,1,1
grand_bassin_aerial_development,3,1.500,BUS_R02,1,1
grand_bassin_aerial_development,3,1.500,BUS_R03,1,1
grand_bassin_aerial_development,3,1.500,BUS_R04,1,1
grand_bassin_aerial_development,4,2.000,BUS_L01,1,1
grand_bassin_aerial_development,4,2.000,BUS_L02,1,1
grand_bassin_aerial_development,4,2.000,BUS_L03,1,1
grand_bassin_aerial_development,4,2.000,BUS_R01,1,1
grand_bassin_aerial_development,4,2.000,BUS_R02,1,1
grand_bassin_aerial_development,4,2.000,BUS_R03,1,1
grand_bassin_aerial_development,4,2.000,BUS_R04,1,1
grand_bassin_aerial_development,5,2.500,BUS_L01,1,1
grand_bassin_aerial_development,5,2.500,BUS_L02,1,1
grand_bassin_aerial_development,5,2.500,BUS_L03,1,1
grand_bassin_aerial_development,5,2.500,BUS_R01,1,1
grand_bassin_aerial_development,5,2.500,BUS_R02,1,1
grand_bassin_aerial_development,5,2.500,BUS_R03,1,1
grand_bassin_aerial_development,5,2.500,BUS_R04,1,1
grand_bassin_aerial_development,6,3.000,BUS_L01,1,1
grand_bassin_aerial_development,6,3.000,BUS_L02,1,1
grand_bassin_aerial_development,6,3.000,BUS_L03,1,1
grand_bassin_aerial_development,6,3.000,BUS_R01,1,1
grand_bassin_aerial_development,6,3.000,BUS_R02,1,1
grand_bassin_aerial_development,6,3.000,BUS_R03,1,1
grand_bassin_aerial_development,6,3.000,BUS_R04,1,1
grand_bassin_aerial_development,7,3.500,BUS_L01,1,1
grand_bassin_aerial_development,7,3.500,BUS_L02,1,1
grand_bassin_aerial_development,7,3.500,BUS_L03,1,1
grand_bassin_aerial_development,7,3.500,BUS_R01,1,1
grand_bassin_aerial_development,7,3.500,BUS_R02,1,1
grand_bassin_aerial_development,7,3.500,BUS_R03,1,1
grand_bassin_aerial_development,7,3.500,BUS_R04,1,1
grand_bassin_aerial_development,8,4.000,BUS_L01,1,1
grand_bassin_aerial_development,8,4.000,BUS_L02,1,1
grand_bassin_aerial_development,8,4.000,BUS_L03,1,1
grand_bassin_aerial_development,8,4.000,BUS_R01,1,1
grand_bassin_aerial_development,8,4.000,BUS_R02,1,1
grand_bassin_aerial_development,8,4.000,BUS_R03,1,1
grand_bassin_aerial_development,8,4.000,BUS_R04,1,1
grand_bassin_aerial_development,9,4.500,BUS_L01,1,1
grand_bassin_aerial_development,9,4.500,BUS_L02,1,1
grand_bassin_aerial_development,9,4.500,BUS_L03,1,1
grand_bassin_aerial_development,9,4.500,BUS_R01,1,1
grand_bassin_aerial_development,9,4.500,BUS_R02,1,1
grand_bassin_aerial_development,9,4.500,BUS_R03,1,1
grand_bassin_aerial_development,9,4.500,BUS_R04,1,1
grand_bassin_aerial_development,10,5.000,BUS_L01,1,1
grand_bassin_aerial_development,10,5.000,BUS_L02,1,1
grand_bassin_aerial_development,10,5.000,BUS_L03,1,1
grand_bassin_aerial_development,10,5.000,BUS_R01,1,1
grand_bassin_aerial_development,10,5.000,BUS_R02,1,1
grand_bassin_aerial_development,10,5.000,BUS_R03,1,1
grand_bassin_aerial_development,10,5.000,BUS_R04,1,1
grand_bassin_aerial_development,11,5.500,BUS_L01,1,1
grand_bassin_aerial_development,11,5.500,BUS_L02,1,1
grand_bassin_aerial_development,11,5.500,BUS_L03,1,1
grand_bassin_aerial_development,11,5.500,BUS_R01,1,1
grand_bassin_aerial_development,11,5.500,BUS_R02,1,1
grand_bassin_aerial_development,11,5.500,BUS_R03,1,1
grand_bassin_aerial_development,11,5.500,BUS_R04,1,1
grand_bassin_aerial_development,12,6.000,BUS_L01,1,1
grand_bassin_aerial_development,12,6.000,BUS_L02,1,1
grand_bassin_aerial_development,12,6.000,BUS_L03,1,1
grand_bassin_aerial_development,12,6.000,BUS_R01,1,1
grand_bassin_aerial_development,12,6.000,BUS_R02,1,1
grand_bassin_aerial_development,12,6.000,BUS_R03,1,1
grand_bassin_aerial_development,12,6.000,BUS_R04,1,1
grand_bassin_aerial_development,13,6.500,BUS_L01,1,1
grand_bassin_aerial_development,13,6.500,BUS_L02,1,1
grand_bassin_aerial_development,13,6.500,BUS_L03,1,1
grand_bassin_aerial_development,13,6.500,BUS_R01,1,1
grand_bassin_aerial_development,13,6.500,BUS_R02,1,1
grand_bassin_aerial_development,13,6.500,BUS_R03,1,1
grand_bassin_aerial_development,13,6.500,BUS_R04,1,1
grand_bassin_aerial_development,14,7.000,BUS_L01,1,1
grand_bassin_aerial_development,14,7.000,BUS_L02,1,1
grand_bassin_aerial_development,14,7.000,BUS_L03,1,1
grand_bassin_aerial_development,14,7.000,BUS_R01,1,1
grand_bassin_aerial_development,14,7.000,BUS_R02,1,1
grand_bassin_aerial_development,14,7.000,BUS_R03,1,1
grand_bassin_aerial_development,14,7.000,BUS_R04,1,1
grand_bassin_aerial_development,15,7.500,BUS_L01,1,1
grand_bassin_aerial_development,15,7.500,BUS_L02,1,1
grand_bassin_aerial_development,15,7.500,BUS_L03,1,1
grand_bassin_aerial_development,15,7.500,BUS_R01,1,1
grand_bassin_aerial_development,15,7.500,BUS_R02,1,1
grand_bassin_aerial_development,15,7.500,BUS_R03,1,1
grand_bassin_aerial_development,15,7.500,BUS_R04,1,1
grand_bassin_aerial_development,16,8.000,BUS_L01,1,1
grand_bassin_aerial_development,16,8.000,BUS_L02,1,1
grand_bassin_aerial_development,16,8.000,BUS_L03,1,1
grand_bassin_aerial_development,16,8.000,BUS_R01,1,1
grand_bassin_aerial_development,16,8.000,BUS_R02,1,1
grand_bassin_aerial_development,16,8.000,BUS_R03,1,1
grand_bassin_aerial_development,16,8.000,BUS_R04,1,1
grand_bassin_aerial_development,17,8.500,BUS_L01,1,1
grand_bassin_aerial_development,17,8.500,BUS_L02,1,1
grand_bassin_aerial_development,17,8.500,BUS_L03,1,1
grand_bassin_aerial_development,17,8.500,BUS_R01,1,1
grand_bassin_aerial_development,17,8.500,BUS_R02,1,1
grand_bassin_aerial_development,17,8.500,BUS_R03,1,1
grand_bassin_aerial_development,17,8.500,BUS_R04,1,1
grand_bassin_aerial_development,18,9.000,BUS_L01,1,1
grand_bassin_aerial_development,18,9.000,BUS_L02,1,1
