video_id,frame_index,timestamp_s,slot_id,state
gopro1,92,,slot_00,0
gopro1,92,,slot_01,0
gopro1,92,,slot_02,1
gopro1,92,,slot_03,1
gopro1,92,,slot_04,0
gopro1,92,,slot_05,0
gopro1,92,,slot_06,1
gopro1,92,,slot_07,0
gopro1,92,,slot_08,0
gopro1,92,,slot_09,0
gopro1,92,,slot_10,1
gopro1,92,,slot_11,0
gopro1,92,,slot_12,0
gopro1,92,,slot_13,0
gopro1,92,,slot_14,0
gopro1,92,,slot_15,0
gopro1,92,,slot_16,0
gopro1,92,,slot_17,0
gopro1,92,,slot_18,0
gopro1,92,,slot_19,1
gopro1,92,,slot_20,1
gopro1,93,,slot_00,0
gopro1,93,,slot_01,0
gopro1,93,,slot_02,1
gopro1,93,,slot_03,1
gopro1,93,,slot_04,0
gopro1,93,,slot_05,0
gopro1,93,,slot_06,0
gopro1,93,,slot_07,0
gopro1,93,,slot_08,0
gopro1,93,,slot_09,0
gopro1,93,,slot_10,1
gopro1,93,,slot_11,0
gopro1,93,,slot_12,0
gopro1,93,,slot_13,0
gopro1,93,,slot_14,0
gopro1,93,,slot_15,0
gopro1,93,,slot_16,0
gopro1,93,,slot_17,0
gopro1,93,,slot_18,0
gopro1,93,,slot_19,1
gopro1,93,,slot_20,1
gopro1,94,,slot_00,0
gopro1,94,,slot_01,0
gopro1,94,,slot_02,0
gopro1,94,,slot_03,1
gopro1,94,,slot_04,0
gopro1,94,,slot_05,0
gopro1,94,,slot_06,0
gopro1,94,,slot_07,0
gopro1,94,,slot_08,0
gopro1,94,,slot_09,0
gopro1,94,,slot_10,1
gopro1,94,,slot_11,0
gopro1,94,,slot_12,0
gopro1,94,,slot_13,0
gopro1,94,,slot_14,0
gopro1,94,,slot_15,0
gopro1,94,,slot_16,0
gopro1,94,,slot_17,0
gopro1,94,,slot_18,0
gopro1,94,,slot_19,1
gopro1,94,,slot_20,1
gopro1,95,,slot_00,0
gopro1,95,,slot_01,0
gopro1,95,,slot_02,0
gopro1,95,,slot_03,0
gopro1,95,,slot_04,0
gopro1,95,,slot_05,0
gopro1,95,,slot_06,0
gopro1,95,,slot_07,0
gopro1,95,,slot_08,0
gopro1,95,,slot_09,0
gopro1,95,,slot_10,0
gopro1,95,,slot_11,0
gopro1,95,,slot_12,0
gopro1,95,,slot_13,0
gopro1,95,,slot_14,0
gopro1,95,,slot_15,0
gopro1,95,,slot_16,0
gopro1,95,,slot_17,0
gopro1,95,,slot_18,0
gopro1,95,,slot_19,1
gopro1,95,,slot_20,1
gopro1,96,,slot_00,0
gopro1,96,,slot_01,0
gopro1,96,,slot_02,0
gopro1,96,,slot_03,0
gopro1,96,,slot_04,0
gopro1,96,,slot_05,0
gopro1,96,,slot_06,0
gopro1,96,,slot_07,0
gopro1,96,,slot_08,0
gopro1,96,,slot_09,0
gopro1,96,,slot_10,0
gopro1,96,,slot_11,0
gopro1,96,,slot_12,0
gopro1,96,,slot_13,0
gopro1,96,,slot_14,0
gopro1,96,,slot_15,0
gopro1,96,,slot_16,0
gopro1,96,,slot_17,0
gopro1,96,,slot_18,0
gopro1,96,,slot_19,1
gopro1,96,,slot_20,1
gopro1,97,,slot_00,0
gopro1,97,,slot_01,0
gopro1,97,,slot_02,0
gopro1,97,,slot_03,0
gopro1,97,,slot_04,0
gopro1,97,,slot_05,0
gopro1,97,,slot_06,0
gopro1,97,,slot_07,0
gopro1,97,,slot_08,0
gopro1,97,,slot_09,0
gopro1,97,,slot_10,0
gopro1,97,,slot_11,0
gopro1,97,,slot_12,0
gopro1,97,,slot_13,0
gopro1,97,,slot_14,0
gopro1,97,,slot_15,0
gopro1,97,,slot_16,0
gopro1,97,,slot_17,0
gopro1,97,,slot_18,0
gopro1,97,,slot_19,1
gopro1,97,,slot_20,1
gopro1,98,,slot_00,0
gopro1,98,,slot_01,0
gopro1,98,,slot_02,0
gopro1,98,,slot_03,0
gopro1,98,,slot_04,0
gopro1,98,,slot_05,0
gopro1,98,,slot_06,0
gopro1,98,,slot_07,0
gopro1,98,,slot_08,0
gopro1,98,,slot_09,0
gopro1,98,,slot_10,0
gopro1,98,,slot_11,0
gopro1,98,,slot_12,0
gopro1,98,,slot_13,0
gopro1,98,,slot_14,0
gopro1,98,,slot_15,0
gopro1,98,,slot_16,0
gopro1,98,,slot_17,0
gopro1,98,,slot_18,0
gopro1,98,,slot_19,1
gopro1,98,,slot_20,1
gopro1,99,,slot_00,0
gopro1,99,,slot_01,0
gopro1,99,,slot_02,0
gopro1,99,,slot_03,0
gopro1,99,,slot_04,0
gopro1,99,,slot_05,0
gopro1,99,,slot_06,0
gopro1,99,,slot_07,0
gopro1,99,,slot_08,0
gopro1,99,,slot_09,0
gopro1,99,,slot_10,0
gopro1,99,,slot_11,0
gopro1,99,,slot_12,0
gopro1,99,,slot_13,0
gopro1,99,,slot_14,0
gopro1,99,,slot_15,0
gopro1,99,,slot_16,0
gopro1,99,,slot_17,0
gopro1,99,,slot_18,0
gopro1,99,,slot_19,1
gopro1,99,,slot_20,1
gopro1,100,,slot_00,0
gopro1,100,,slot_01,0
gopro1,100,,slot_02,0
gopro1,100,,slot_03,0
gopro1,100,,slot_04,0
gopro1,100,,slot_05,0
gopro1,100,,slot_06,0
gopro1,100,,slot_07,0
gopro1,100,,slot_08,0
gopro1,100,,slot_09,0
gopro1,100,,slot_10,0
gopro1,100,,slot_11,0
gopro1,100,,slot_12,0
gopro1,100,,slot_13,0
gopro1,100,,slot_14,0
gopro1,100,,slot_15,0
gopro1,100,,slot_16,0
gopro1,100,,slot_17,0
gopro1,100,,slot_18,0
gopro1,100,,slot_19,1
gopro1,100,,slot_20,1
gopro1,101,,slot_00,0
gopro1,101,,slot_01,0
gopro1,101,,slot_02,0
gopro1,101,,slot_03,0
gopro1,101,,slot_04,0
gopro1,101,,slot_05,0
gopro1,101,,slot_06,0
gopro1,101,,slot_07,0
gopro1,101,,slot_08,0
gopro1,101,,slot_09,0
gopro1,101,,slot_10,0
gopro1,101,,slot_11,0
gopro1,101,,slot_12,0
gopro1,101,,slot_13,0
gopro1,101,,slot_14,0
gopro1,101,,slot_15,0
gopro1,101,,slot_16,0
gopro1,101,,slot_17,0
gopro1,101,,slot_18,0
gopro1,101,,slot_19,1
gopro1,101,,slot_20,1
gopro1,102,,slot_00,0
gopro1,102,,slot_01,0
gopro1,102,,slot_02,0
gopro1,102,,slot_03,0
gopro1,102,,slot_04,0
gopro1,102,,slot_05,0
gopro1,102,,slot_06,0
gopro1,102,,slot_07,0
gopro1,102,,slot_08,0
gopro1,102,,slot_09,0
gopro1,102,,slot_10,0
gopro1,102,,slot_11,0
gopro1,102,,slot_12,0
gopro1,102,,slot_13,0
gopro1,102,,slot_14,0
gopro1,102,,slot_15,0
gopro1,102,,slot_16,0
gopro1,102,,slot_17,0
gopro1,102,,slot_18,0
gopro1,102,,slot_19,1
gopro1,102,,slot_20,1
gopro1,103,,slot_00,0
gopro1,103,,slot_01,0
gopro1,103,,slot_02,0
gopro1,103,,slot_03,0
gopro1,103,,slot_04,0
gopro1,103,,slot_05,0
gopro1,103,,slot_06,0
gopro1,103,,slot_07,0
gopro1,103,,slot_08,0
gopro1,103,,slot_09,0
gopro1,103,,slot_10,0
gopro1,103,,slot_11,0
gopro1,103,,slot_12,0
gopro1,103,,slot_13,0
gopro1,103,,slot_14,0
gopro1,103,,slot_15,0
gopro1,103,,slot_16,0
gopro1,103,,slot_17,0
gopro1,103,,slot_18,0
gopro1,103,,slot_19,1
gopro1,103,,slot_20,1
gopro1,104,,slot_00,0
gopro1,104,,slot_01,0
gopro1,104,,slot_02,0
gopro1,104,,slot_03,0
gopro1,104,,slot_04,0
gopro1,104,,slot_05,0
gopro1,104,,slot_06,0
gopro1,104,,slot_07,0
gopro1,104,,slot_08,0
gopro1,104,,slot_09,0
gopro1,104,,slot_10,0
gopro1,104,,slot_11,0
gopro1,104,,slot_12,0
gopro1,104,,slot_13,0
gopro1,104,,slot_14,0
gopro1,104,,slot_15,0
gopro1,104,,slot_16,0
gopro1,104,,slot_17,0
gopro1,104,,slot_18,0
gopro1,104,,slot_19,1
gopro1,104,,slot_20,1
gopro1,105,,slot_00,0
gopro1,105,,slot_01,0
gopro1,105,,slot_02,0
gopro1,105,,slot_03,0
gopro1,105,,slot_04,0
gopro1,105,,slot_05,0
gopro1,105,,slot_06,0
gopro1,105,,slot_07,0
gopro1,105,,slot_08,0
gopro1,105,,slot_09,0
gopro1,105,,slot_10,0
gopro1,105,,slot_11,0
gopro1,105,,slot_12,0
gopro1,105,,slot_13,0
gopro1,105,,slot_14,0
gopro1,105,,slot_15,0
gopro1,105,,slot_16,0
gopro1,105,,slot_17,0
gopro1,105,,slot_18,0
gopro1,105,,slot_19,1
gopro1,105,,slot_20,1
gopro1,106,,slot_00,0
gopro1,106,,slot_01,0
gopro1,106,,slot_02,0
gopro1,106,,slot_03,0
gopro1,106,,slot_04,0
gopro1,106,,slot_05,0
gopro1,106,,slot_06,0
gopro1,106,,slot_07,0
gopro1,106,,slot_08,0
gopro1,106,,slot_09,0
gopro1,106,,slot_10,0
gopro1,106,,slot_11,0
gopro1,106,,slot_12,0
gopro1,106,,slot_13,0
gopro1,106,,slot_14,0
gopro1,106,,slot_15,0
gopro1,106,,slot_16,0
gopro1,106,,slot_17,0
gopro1,106,,slot_18,0
gopro1,106,,slot_19,1
gopro1,106,,slot_20,1
gopro1,107,,slot_00,0
gopro1,107,,slot_01,0
gopro1,107,,slot_02,0
gopro1,107,,slot_03,0
gopro1,107,,slot_04,0
gopro1,107,,slot_05,0
gopro1,107,,slot_06,0
gopro1,107,,slot_07,0
gopro1,107,,slot_08,0
gopro1,107,,slot_09,0
gopro1,107,,slot_10,0
gopro1,107,,slot_11,0
gopro1,107,,slot_12,0
gopro1,107,,slot_13,0
gopro1,107,,slot_14,0
gopro1,107,,slot_15,0
gopro1,107,,slot_16,0
gopro1,107,,slot_17,0
gopro1,107,,slot_18,0
